subject,predicate,object
Удав_Constrictor_Snake,hasArmor,12
Древний_Латунный_Дракон_Ancient_Brass_Dragon,hasType,Дракон
Лягушка_Frog,hasCon,8
Железный_голем_Iron_Golem,type,Enemy
Дворянин_Noble,hasType,Гуманоид
Лев_Lion,hasWis,12
Костяной_Дьявол_Bone_Devil,hasCha,16
Взрослый_Золотой_Дракон_Adult_Gold_Dragon,type,Enemy
Берсерк_Berserker,hasCon,17
Взрослый_Черный_Дракон_Adult_Black_Dragon,hasArmor,19
Ворг_Worg,hasStr,16
Синий_Дракон_Вирм_Blue_Dragon_Wyrmling,hasLanguage,Драконий
Саламандра_Salamander,hasHp,90
Зомби_Zombie,hasWorldview,Нейтральный_злой
Дроу_элитный_воин_Drow_Elite_Warrior,hasType,Гуманоид
Олень_Deer,hasCon,11
Молодой_Бронзовый_Дракон_Bronze,hasStr,21
Схваченный,type,NamedIndividual
Общий,type,NamedIndividual
Белый_Дракон_Вирм_White_Dragon_Wyrmling,hasImmunityToDamage,Холодный
Костяной_Дьявол_Bone_Devil,hasArmor,19
Хобгоблин_Hobgoblin,hasHp,11
Тропики,type,Location
Тень_Shadow,hasWorldview,Хаотичный_злой
Чёрный_медведь_Black_Bear,type,NamedIndividual
Демон-боец_Pit_Fiend,type,NamedIndividual
Три-крин_псионик_Thri-kreen_Psionic,hasInt,8
Теневой_демон_Shadow_Demon,hasSize,Средний
Эриний_Erinyes,hasResistanceToDamage,Холодный
Гигантская_лягушка_Giant_Frog,type,NamedIndividual
Железный_голем_Iron_Golem,hasArmor,20
hasWorldview,range,Worldview
Единорог_Unicorn,hasLocation,Холмы
Мантикора_Manticore,hasRank,3
Охряное_желе,hasCon,14
Зомби_Zombie,hasSize,Средний
Фламп_Flumph,hasLanguage,Подземный
Огненная_змея_Fire_Snake,type,NamedIndividual
Магмовый_мефит_Magma_Mephit,hasArmor,11
Пожиратель_разума_Intellect_Devourer,hasStr,6
Удав_Constrictor_Snake,hasWorldview,Истинно_нейтральный
Колючий_Дьявол_Spined_Devil,type,Enemy
Скелет-минотавр_Minotaur_Skeleton,type,NamedIndividual
Тень_Shadow,hasHp,16
Друидический_язык,type,NamedIndividual
Гигантская_коза_Giant_Goat,hasType,Зверь
Ветвистая_зараза_Twig_Blight,hasLocation,Болото
Холмовой_великан_Hill_Giant,hasWis,9
Медуза_Medusa,hasInt,12
Вампир_воин_Vampire_Warrior,hasType,Нежить
Ветеран_Veteran,hasRank,3
Фанатик_Cult_Fanatic,hasLocation,Равнина/луг
Химера_Chimera,hasWorldview,Хаотичный_злой
Гигантская_акула_Giant_Shark,hasCha,5
Хобгоблин_Hobgoblin,hasWis,10
Серый_слаад_Gray_Slaad,hasArmor,18
Василиск_Basilisk,hasLocation,Побережье
Древний_Красный_Дракон_Ancient_Red_Dragon,hasRank,24
Смещающий_зверь_Displacer_Beast,hasCha,8
Полтергейст_Poltergeist,hasResistanceToDamage,Электрический
Кровавый_Ястреб_Blood_Hawk,hasLocation,Равнина/луг
Дроу_элитный_воин_Drow_Elite_Warrior,hasWorldview,Нейтральный_злой
Рой_воронов_Swarm_of_Ravens,hasImmunityToState,Сбитый_с_ног
Рифовая_акула_Reef_Shark,hasWorldview,Истинно_нейтральный
hasLanguage,domain,Enemy
Кракен_Kraken,hasStr,30
Василиск_Basilisk,hasInt,2
Дроу_жрица_Лолт_Drow_Priestess_of_Lolth,hasCha,18
Лич_Lich,hasStr,11
Рой_крыс_Swarm_of_Rats,hasHp,24
Паровой_мефит_Steam_Mephit,type,Enemy
Гигантская_акула_Giant_Shark,hasLocation,Город
Нага_духов_Spirit_Naga,hasType,Монстр
Булетт_Bulette,type,NamedIndividual
Осьминог_Octopus,hasInt,3
Земляной_Элементаль_Earth_Elemental,hasResistanceToDamage,Рубящий
Фиолетовая_плесень_Violet_Fungus,hasType,Растение
Серый_слаад_Gray_Slaad,hasInt,13
Куазит_Quasit,hasLocation,Болото
Манз_Manes,hasCha,4
Барлгура_Barlgura,hasResistanceToDamage,Холодный
Гриф_Vulture,hasCon,13
Взрослый_Зеленый_Дракон_Adult_Green_Dragon,hasCon,21
Рогатый_Дьявол_Horned_Devil,hasResistanceToDamage,Колющий
Куо-тоа_архисвященник_куо-тоа_Archpriest,hasArmor,13
Страшный_волк_Dire_Wolf,hasType,Зверь
Серая_слизь_с_атакой_психики_Gray_Ooze_Psychic,hasImmunityToState,Оглохший
Древний_Черный_Дракон_Ancient_Black_Dragon,type,Enemy
Невидимый_сталкер_Invisible_Stalker,hasWorldview,Истинно_нейтральный
Гриф_Vulture,hasType,Зверь
Рой_ос_Swarm_of_Wasps,hasImmunityToState,Окаменевший
Единорог_Unicorn,type,Enemy
Каменный_голем_Stone_Golem,hasImmunityToState,Отравленный
Хаотичный_злой,type,Worldview
Слон_Elephant,hasWis,11
Кокатрис_Cockatrice,hasRank,1/2
Хезроу_Hezrou,hasResistanceToDamage,Электрический
Вампирское_отродье_Vampire_Spawn,hasLocation,Равнина/луг
Бабуин_Baboon,hasRank,0
Джинн_Djinni,hasCha,20
Дроу_Маг_Drow_Mage,hasWorldview,Нейтральный_злой
Дао_Dao,hasWis,13
Пикси_Pixie,hasCha,15
Гигантская_ядовитая_змея_Giant_Poisonous_Snake,hasHp,11
Куо-тоа_староста_куо-тоа_Monitor,hasArmor,13
Водная_аномалия_Water_Weird,hasType,Элементаль
Рифовая_акула_Reef_Shark,hasStr,14
Белый_Дракон_Вирм_White_Dragon_Wyrmling,hasLanguage,Драконий
Куо-тоа_староста_куо-тоа_Monitor,hasWorldview,Нейтральный_злой
Рой_насекомых_Swarm_of_Insects,hasImmunityToState,Ошеломлённый
Белый_Дракон_Вирм_White_Dragon_Wyrmling,hasRank,2
Эриний_Erinyes,hasLocation,Полярная_тундра
Сахуагин_жрица_Sahuagin_Priestess,hasStr,13
Имп_Imp,hasSize,Крошечный
Серебряный_Дракон_Вирм,hasCon,17
Шипастый_Дьявол_Barbed_Devil,hasResistanceToDamage,Дробящий
Дретч_Dretch,hasWis,8
Бандит_Thug,type,NamedIndividual
Рогатый_Дьявол_Horned_Devil,hasHp,178
Летающий_меч_Flying_Sword,hasImmunityToState,Очарованный
Газовая_спора_Gas_Spore,hasSize,Большой
Фейский_ДраконОранжевый_Faerie_Dragon_Orange,hasHp,14
Древний_Белый_Дракон_Ancient_White_Dragon,hasArmor,20
Балливаг_Bullywug,hasInt,7
Медуза_Medusa,hasType,Монстр
Глинянный_Голем_Clay_Golem,type,Enemy
Дроу_Маг_Drow_Mage,hasSize,Средний
Древний_Латунный_Дракон_Ancient_Brass_Dragon,hasRank,20
Мул_Mule,hasType,Зверь
Суккуб/Инкуб_Succubus/Incubus,hasHp,66
Андро-сфинкс_Androsphinx,type,NamedIndividual
Манз_Manes,hasWorldview,Хаотичный_злой
Глабрезу_Glabrezu,hasImmunityToState,Отравленный
Рой_крыс_Swarm_of_Rats,hasWorldview,Истинно_нейтральный
Они_Oni,hasWorldview,Законопослушный_злой
Гигантский_гриф_Giant_Vulture,hasWorldview,Нейтральный_злой
Адская_гончая_Hell_Hound,hasWis,13
Зомби_Бехолдер_Beholder_Zombie,hasLanguage,Глубинная_Речь
Костяной_Дьявол_Bone_Devil,hasImmunityToDamage,Огненный
hasImmunityToDamage,domain,Enemy
Гитиянки_Warrior,hasRank,3
Рой_многоножек_Swarm_of_Centipedes,hasType,Стая_крошечных_зверей
Гигантский_краб_Giant_Crab,hasRank,1/8
Горгулья_Gargoyle,hasCha,7
Банши_Banshee,hasInt,12
Тень_Shadow,hasImmunityToState,Парализованный
Водная_аномалия_Water_Weird,hasImmunityToState,Сбитый_с_ног
Гигантская_ядовитая_змея_Giant_Poisonous_Snake,hasWis,10
Мерцающий_Пес_Blink_Dog,hasCha,11
Суккуб/Инкуб_Succubus/Incubus,hasCha,20
Нотик_Nothic,hasStr,14
Доппелгангер_Doppelganger,type,Enemy
Тридрон_Tridrone,type,NamedIndividual
Каменный_великан_Stone_Giant,hasSize,Огромный
Молодой_Серебряный_Дракон_Young_Silver_Dragon,hasLocation,Болото
Разведчик_Scout,hasCon,12
Скелет_Skeleton,hasCha,5
Гиена_Hyena,hasCon,12
Ползущий_Коготь_Crawling_Claw,hasWorldview,Нейтральный_злой
Кошка_Cat,hasInt,3
Желатиновый_куб_Gelatinous_Cube,hasArmor,6
Яман_Chasme,hasHp,84
Кошмар_Nightmare,hasHp,68
Каменный_голем_Stone_Golem,type,NamedIndividual
Огненный_великан_Fire_Giant,type,NamedIndividual
Эриний_Erinyes,hasInt,14
Ящерочеловек-шаман_Lizardfolk_Shaman,hasWorldview,Истинно_нейтральный
Драйдер_Заклинатель_Drider_Spellcaster,hasStr,16
Громадный,type,NamedIndividual
Дао_Dao,hasStr,23
Кошмар_в_шлеме_Helmed_Horror,hasImmunityToState,Очарованный
Дух_Wraith,hasCon,16
Разбуженный_Куст_Awakened_Shrub,hasWorldview,Истинно_нейтральный
Скелет_Skeleton,hasLocation,Город
Полтергейст_Poltergeist,hasArmor,12
Аболет_Aboleth,hasType,Абберация
Болтающие_рты_Gibbering_Mouther,hasType,Абберация
Разбуженное_Дерево_Awakened_Tree,hasInt,10
Драйдер_Drider,hasRank,6
Дриада_Dryad,hasLocation,Пустыня
Взрослый_Синий_Дракон_Adult_Blue_Dragon,hasWorldview,Законопослушный_злой
Пещерный_Медведь_Cave_Bear,hasStr,20
Драйдер_Заклинатель_Drider_Spellcaster,hasHp,123
Юан-ти_Форма_проклятия_1_Yuan-ti_Malison_Type_1,hasHp,66
Тараска_Tarrasque,hasImmunityToState,Испуганный
Камбион_Cambion,hasLanguage,Инфернальный
Грелл_Grell,hasImmunityToState,Ослеплённый
Удав_Constrictor_Snake,hasType,Зверь
Город,type,Location
Пылевой_мефит_Dust_Mephit,hasInt,9
Скелет-минотавр_Minotaur_Skeleton,hasWis,8
Гористро_Goristro,hasSize,Огромный
Зеленый_Слаад_Green_Slaad,hasWis,8
Миконид_Монарх_Myconid_Sovereign,hasArmor,13
Фламп_Flumph,hasSize,Маленький
Глабрезу_Glabrezu,type,NamedIndividual
Ультролот_Ultroloth,hasResistanceToDamage,Дробящий
Сахуагин_барон_Sahuagin_Baron,hasInt,14
Оживший_Доспех_Animated_Armor,hasImmunityToState,Парализованный
Цепной_Дьявол_Chain_Devil,hasArmor,16
Куаггот_служитель_спор_Quaggoth_Spore_Servant,hasImmunityToState,Отравленный
Вурдалак_Ghast,hasHp,36
Бехолдер_Beholder,hasWis,15
Цепной_Дьявол_Chain_Devil,hasImmunityToDamage,Огненный
Древний_Латунный_Дракон_Ancient_Brass_Dragon,hasWorldview,Хаотичный_добрый
Гиппогриф_Hippogriff,hasLocation,Болото
Морской_конь_Sea_Horse,hasArmor,11
0,type,NamedIndividual
Тиранозавр_Tyrannosaurus_Rex,hasWis,12
Трицератопс_Triceratops,hasArmor,13
Ящерочеловек_Lizardfolk,type,NamedIndividual
Гнолл_Клык_Иеноху_гнолл_Fang_of_Yeenoghu,hasWorldview,Хаотичный_злой
Мерцающий_Пес_Blink_Dog,hasInt,10
Нотик_Nothic,hasType,Абберация
Спектр_Specter,hasImmunityToDamage,Ядовитый
Гигантский_паук_Giant_Spider,hasRank,1
Берсерк_Berserker,hasLanguage,Общий
Фейский_ДраконЗеленый_Faerie_Dragon_Green,hasHp,14
Марилит_Marilith,hasHp,189
Нага_духов_Spirit_Naga,hasRank,8
Ползущий_Коготь_Crawling_Claw,hasWis,10
Мантия_Cloaker,hasWis,12
Глинянный_Голем_Clay_Golem,hasRank,9
Дао_Dao,type,NamedIndividual
Костяной_Дьявол_Копьеносец_Bone_Devil_Polearm,hasImmunityToState,Отравленный
Чуул_Chuul,hasWis,11
Монодрон_Monodrone,hasWis,10
Черный_Пудинг_Black_Pudding,hasStr,16
Йочлол_Yochlol,hasArmor,15
Эриний_Erinyes,hasResistanceToDamage,Рубящий
Мамонт_Mammoth,hasCha,6
Гигантский_скорпион_Giant_Scorpion,hasLocation,Пустыня
Тень_Shadow,hasResistanceToDamage,Дробящий
Вампирское_отродье_Vampire_Spawn,hasRank,5
Гигантская_муха_Giant_Fly,hasArmor,11
Гигантский_удав_Giant_Constrictor_Snake,hasHp,60
Мумия_Mummy,hasArmor,11
Лев_Lion,hasArmor,12
Мясной_голем_Flesh_Golem,hasImmunityToState,Истощенный
Нага_страж_Guardian_Naga,hasStr,19
Зеленая_ведьма_Green_Hag,hasCha,14
Мантикора_Manticore,hasHp,68
Мумия_лорд_Mummy_Lord,hasWorldview,Законопослушный_злой
Рой_летучих_мышей_Swarm_of_Bats,hasCha,4
Серебряный_Дракон_Вирм,type,NamedIndividual
Дворянин_Noble,hasHp,9
Ядовитая_змея_Poisonous_Snake,hasLocation,Тропики
Гигантский_орел_Giant_Eagle,hasSize,Большой
Скорпион_Scorpion,type,Enemy
Визгун_Shrieker,hasCon,10
Рогатый_Дьявол_Horned_Devil,hasType,Исчадие
Пылевой_мефит_Dust_Mephit,hasImmunityToDamage,Ядовитый
Ропер_Roper,hasArmor,20
Рой_многоножек_Swarm_of_Centipedes,hasWorldview,Истинно_нейтральный
Гигантская_летучая_мышь_Giant_Bat,hasWorldview,Истинно_нейтральный
Взрослый_Зеленый_Дракон_Adult_Green_Dragon,hasWorldview,Законопослушный_злой
Зеленый_Слаад_Green_Slaad,type,NamedIndividual
Лось_Elk,hasCon,12
Боевой_конь_Warhorse,type,Enemy
Древний_Латунный_Дракон_Ancient_Brass_Dragon,hasImmunityToDamage,Огненный
Суккуб/Инкуб_Succubus/Incubus,hasArmor,15
Бехир_Behir,hasWis,14
Стая_крошечных_зверей,comment,Рой - это скопление различных существ которые перемещаются и атакуют одновременно.
Бессознательный,type,States
Вампирское_отродье_Vampire_Spawn,hasCha,12
Водная_аномалия_Water_Weird,hasArmor,13
11,type,Rank
Зимний_волк_Winter_Wolf,hasLanguage,Великаний
Гигантский_паук-волк_Giant_Wolf_Spider,hasLocation,Подземелья
Имп_Imp,hasImmunityToDamage,Ядовитый
Меззолот_Mezzoloth,hasType,Исчадие
Ревенант_Revenant,hasRank,5
Теневой_демон_Shadow_Demon,hasHp,66
Мастиф_Mastiff,type,NamedIndividual
Фейский_ДраконФиолетовый_Faerie_Dragon_Violet,hasSize,Крошечный
Огненный_великан_Fire_Giant,hasStr,25
Грязевой_мефит_Mud_Mephit,hasImmunityToState,Отравленный
Ропер_Roper,hasStr,18
Гигантский_горностай_Giant_Weasel,hasStr,11
Бехир_Behir,hasWorldview,Нейтральный_злой
Культист_Cultist,hasArmor,12
Дроу_Маг_Drow_Mage,hasCon,10
Трицератопс_Triceratops,hasInt,2
Солар_Solar,hasSize,Большой
Лев_Lion,hasWorldview,Истинно_нейтральный
Маг_Mage,type,Enemy
Три-крин_псионик_Thri-kreen_Psionic,hasStr,12
Гиганский_Барсук_Giant_Badger,hasType,Зверь
Древний_Зеленый_Дракон_Ancient_Green_Dragon,hasWorldview,Законопослушный_злой
Гомункул_Homunculus,hasWorldview,Истинно_нейтральный
Тигр-оборотен_Weretiger,hasInt,10
Барсук_Badger,hasArmor,10
Русалка_Merfolk,hasArmor,11
Разбуженное_Дерево_Awakened_Tree,hasType,Растение
Костяной_Дьявол_Копьеносец_Bone_Devil_Polearm,type,NamedIndividual
Ястреб_Hawk,hasStr,5
Ледяной_Дьявол-Копейщик_Ice_Devil_Spear,hasRank,14
Слаад_головастик_Slaad_Tadpole,hasHp,10
Гриф_Vulture,hasStr,7
Кабан-оборотень_Wereboar,hasImmunityToDamage,Дробящий
Разбуженный_Куст_Awakened_Shrub,hasWis,10
Летающий_меч_Flying_Sword,hasCon,11
Костяной_Дьявол_Bone_Devil,hasSize,Большой
Великан,comment,"Древние империи когда-то отбрасывали длинные тени на мир, который сотрясался под ногами великанов. В те потерянные дни эти величественные фигуры были драконоубийцами, мечтателями, ремесленниками и царями, но время славы их расы давно прошло. Тем не менее, даже разделённые на закрытые кланы и разбросанных по всему миру, великаны сохранили старые традиции и обычаи."
Вампир_Vampire,hasArmor,16
Пугало_Scarecrow,hasResistanceToDamage,Дробящий
Тараска_Tarrasque,type,NamedIndividual
Удав_Constrictor_Snake,hasRank,1/4
Тиран_Смерти_Death_Tyrant,hasWis,15
Пещерный_Медведь_Cave_Bear,hasCon,16
Летающая_змея_Flying_Snake,hasHp,5
Молодой_Реморхаз_Young_Remorhaz,hasWis,10
Меззолот_Mezzoloth,hasSize,Средний
Тиранозавр_Tyrannosaurus_Rex,hasCha,9
Железный_голем_Iron_Golem,hasImmunityToState,Испуганный
Нага_духов_Spirit_Naga,hasHp,75
Орк_Глаз_Груумша_Orc_Eye_of_Gruumsh,type,NamedIndividual
Барсук_Badger,hasSize,Крошечный
Саблезубый_тигр_Saber-Toothed_Tiger,hasStr,18
Камбион_Cambion,hasResistanceToDamage,Ядовитый
1/4,type,Rank
Гоблин_Goblin,hasStr,8
Лич_Lich,hasImmunityToState,Испуганный
Магмовый_мефит_Magma_Mephit,hasImmunityToDamage,Огненный
Небесный,type,Language
Взрослый_Красный_Дракон_Adult_Red_Dragon,hasInt,16
Архимаг_Archmage,hasHp,99
Грязевой_мефит_Mud_Mephit,type,NamedIndividual
Мимик_Mimic,hasWis,13
hasResistanceToDamage,range,Damage
Хобгоблин_Hobgoblin,hasStr,13
Спектр_Specter,hasImmunityToState,Бессознательный
Горгулья_Gargoyle,hasArmor,15
Гомункул_Homunculus,hasImmunityToState,Очарованный
Квадрон_Quadrone,hasType,Конструкт
Мясной_голем_Flesh_Golem,hasImmunityToState,Окаменевший
Древний_Золотой_Дракон_Ancient_Gold_Dragon,hasArmor,22
Гиганский_Барсук_Giant_Badger,hasCha,5
Дроу_Drow,hasCha,12
Пылевой_мефит_Dust_Mephit,type,Enemy
Гигантская_многоножка_Giant_Centipede,hasInt,1
Гигантский_паук_Giant_Spider,type,Enemy
Фея_Sprite,hasLocation,Побережье
Коричневая_туша_Umber_Hulk,hasInt,9
Крючковатый_ужас_Hook_Horror,hasHp,75
Гигантский_Осьминог_Giant_Octopus,hasCha,4
Гарпия_Harpy,type,NamedIndividual
Взрослый_Синий_Драколич_Adult_Blue_Dracolich,hasWis,15
Нага_духов_Spirit_Naga,hasImmunityToState,Очарованный
Фейский_ДраконОранжевый_Faerie_Dragon_Orange,hasInt,14
Кошмар_Nightmare,hasInt,10
Огненная_змея_Fire_Snake,hasVulnerabilityToDamage,Холодный
Разбуженное_Дерево_Awakened_Tree,hasResistanceToDamage,Колющий
Гигантский_крокодил_Giant_Crocodile,hasHp,85
Арканалот_Arcanaloth,hasWorldview,Нейтральный_злой
Молодой_Медный_Дракон_Young_Copper_Dragon,hasCon,17
Грифон_Griffon,type,NamedIndividual
Зимний_волк_Winter_Wolf,hasCon,14
Имп_Imp,type,Enemy
Огонек_Will-o'-Wisp,type,NamedIndividual
Хобгоблин_военачальник_Hobgoblin_Warlord,hasArmor,20
Древний_Синий_Дракон_Ancient_Blue_Dragon,type,NamedIndividual
Кокатрис_Cockatrice,hasInt,2
Культист_Cultist,hasWorldview,Нейтральный_злой
Упырь_Wight,hasHp,45
Багбир_Bugbear,hasStr,15
Гоблинский,type,NamedIndividual
Гигантская_муха_Giant_Fly,hasCon,13
Рифовая_акула_Reef_Shark,hasCha,4
Василиск_Basilisk,hasStr,16
Ифрит_Efreeti,hasHp,200
Гидра_Hydra,hasType,Монстр
Молодой_Зеленый_Дракон_Young_Green_Dragon,hasImmunityToState,Отравленный
Молодой_Реморхаз_Young_Remorhaz,hasType,Монстр
Гигантский_светлячок_Giant_Fire_Beetle,hasStr,8
Удушающий_ковер_Rug_of_Smothering,hasImmunityToState,Отравленный
Бессознательный,type,NamedIndividual
1,type,NamedIndividual
Гигантская_летучая_мышь_Giant_Bat,hasType,Зверь
Древний_Бронзовый_Дракон_Ancient_Bronze_Dragon,hasWorldview,Законопослушный_добрый
Глинянный_Голем_Clay_Golem,hasLocation,Пустыня
Культист_Cultist,hasSize,Средний
Хобгоблин_капитан_Hobgoblin_Captain,hasWorldview,Законопослушный_злой
Кенку_Kenku,hasInt,11
Балливаг_Bullywug,hasType,Гуманоид
Тень_Shadow,hasImmunityToState,Сбитый_с_ног
Невидимый_сталкер_Invisible_Stalker,hasInt,10
Кошмар_в_шлеме_Helmed_Horror,hasResistanceToDamage,Колющий
Вампир_воин_Vampire_Warrior,hasInt,17
Гигантская_многоножка_Giant_Centipede,type,NamedIndividual
Великан,type,NamedIndividual
Птеранодон_Pteranodon,hasWorldview,Истинно_нейтральный
Ледяной_Дьявол-Копейщик_Ice_Devil_Spear,hasImmunityToDamage,Ядовитый
Гигантский_кабан_Giant_Boar,hasType,Зверь
Рух_Roc,hasCon,20
Взрослый_Медный_Дракон_Adult_Copper_Dragon,hasCon,21
Гиена_Hyena,hasSize,Средний
Дао_Dao,hasInt,12
Разведчик_Scout,hasSize,Средний
Единорог_Unicorn,hasHp,67
Ледяной_Дьявол-Копейщик_Ice_Devil_Spear,hasArmor,18
Рой_крыс_Swarm_of_Rats,hasRank,1/4
Вампирское_отродье_Vampire_Spawn,hasResistanceToDamage,Дробящий
Летающая_змея_Flying_Snake,type,NamedIndividual
Гомункул_Homunculus,hasWis,10
Молодой_Бронзовый_Дракон_Bronze,hasRank,8
Ифрит_Efreeti,type,Enemy
Рыцарь_смерти_Death_Knight,hasWis,16
Гитзераи_монах_Githzerai_Monk,hasStr,12
Бурый_Медведь_Brown_Bear,hasLocation,Полярная_тундра
Лошадь_Draft_Horse,hasRank,1/4
Русалка_Merfolk,hasStr,10
Лось_Elk,hasWorldview,Истинно_нейтральный
Три-крин_псионик_Thri-kreen_Psionic,hasWorldview,Хаотичный_нейтральный
Серебряный_Дракон_Вирм,hasInt,12
Куо-тоа_архисвященник_куо-тоа_Archpriest,hasLocation,Полярная_тундра
Большой,hasSizeCell,4.0
Мастиф_Mastiff,hasCha,7
Горностай_Weasel,hasWorldview,Истинно_нейтральный
Желатиновый_куб_Gelatinous_Cube,hasHp,84
Древний_Золотой_Дракон_Ancient_Gold_Dragon,hasCha,28
Игловая_Зараза_Needle_Blight,hasInt,4
Гигантский_гриф_Giant_Vulture,hasArmor,10
Гигантский_краб_Giant_Crab,hasWorldview,Истинно_нейтральный
Гидра_Hydra,hasHp,172
Ааракокра_Aarakocra,hasLocation,Под_водой
Грелл_Grell,hasType,Абберация
hasWis,type,FunctionalProperty
Юан-ти_мерзость_Yuan-ti_Abomination,hasLocation,Лес
Красный_Слаад_Red_Slaad,hasHp,93
Молодой_Синий_Дракон_Young_Blue_Dragon,hasCon,19
Саламандра_Salamander,hasResistanceToDamage,Рубящий
Ворг_Worg,hasWorldview,Нейтральный_злой
Горностай_Weasel,hasLocation,Лес
Импровизированный_урон,type,NamedIndividual
Гигантская_гиена_Giant_Hyena,hasType,Зверь
Глинянный_Голем_Clay_Golem,hasImmunityToState,Испуганный
Гитзераи_монах_Githzerai_Monk,hasLocation,Под_водой
Древний_Золотой_Дракон_Ancient_Gold_Dragon,hasInt,18
Горгулья_Gargoyle,hasImmunityToState,Истощенный
Вампир_Vampire,hasWis,15
Зомби_Zombie,hasType,Нежить
Галеб_Дур_Galeb_Duhr,hasCha,11
Зимний_волк_Winter_Wolf,type,Enemy
Берсерк_Berserker,hasCha,9
Балливаг_Bullywug,hasWorldview,Нейтральный_злой
Гигантский_кабан_Giant_Boar,hasRank,2
Кокатрис_Cockatrice,hasType,Монстр
Молодой_Зеленый_Дракон_Young_Green_Dragon,type,NamedIndividual
Циклоп_Cyclops,hasInt,8
Удушающий_ковер_Rug_of_Smothering,type,NamedIndividual
Волк-оборотень_Werewolf,hasImmunityToDamage,Дробящий
Мертвый_Слаад_Death_Slaad,hasArmor,18
Страж-щитоносец_Shield_Guardian,hasInt,7
Лось_Elk,hasSize,Большой
Взрослый_Красный_Дракон_Adult_Red_Dragon,hasWorldview,Хаотичный_злой
Водный_Элементаль_Water_Elemental,hasImmunityToDamage,Ядовитый
Коричневая_туша_Umber_Hulk,hasRank,5
Куо-тоа_архисвященник_куо-тоа_Archpriest,hasStr,16
Наблюдатель_Spectator,hasCon,14
Меззолот_Mezzoloth,type,Enemy
Троглодит_Troglodyte,hasStr,14
States,type,Class
29,hasRankEx,135000.0
Гигантский_кабан_Giant_Boar,hasCha,5
Волк_Wolf,hasStr,12
Страж-щитоносец_Shield_Guardian,hasType,Конструкт
Лошадь_Draft_Horse,hasInt,2
Мимик_Mimic,hasCon,15
Зеленая_ведьма_Green_Hag,hasLanguage,Сильван
Паровой_мефит_Steam_Mephit,hasStr,5
Ветвистая_зараза_Twig_Blight,hasInt,4
Галеб_Дур_Galeb_Duhr,hasImmunityToState,Парализованный
Ящерочеловек-шаман_Lizardfolk_Shaman,hasInt,10
Три-крин_псионик_Thri-kreen_Psionic,hasHp,33
Боевой_конь_Warhorse,hasCha,7
Энт_Treant,hasResistanceToDamage,Колющий
Зомби_Бехолдер_Beholder_Zombie,hasImmunityToDamage,Ядовитый
Ночная_ведьма_Night_Hag,hasStr,18
Призрак_Ghost,hasSize,Средний
Орк_Orc,hasCon,16
Акула_охотник_Hunter_Shark,hasSize,Большой
Ползущая_насыпь_Shambling_Mound,hasImmunityToState,Оглохший
Гигантский_крокодил_Giant_Crocodile,type,NamedIndividual
Вампир_воин_Vampire_Warrior,hasHp,144
Кошка_Cat,hasSize,Крошечный
Морозный_великан_Frost_Giant,hasSize,Огромный
Кракен_Kraken,hasHp,472
Саблезубый_тигр_Saber-Toothed_Tiger,hasInt,3
Волк_Wolf,hasLocation,Под_водой
Служитель_Acolyte,type,NamedIndividual
Скелет-минотавр_Minotaur_Skeleton,hasHp,67
Арканалот_Arcanaloth,hasRank,12
Теневой_демон_Shadow_Demon,hasImmunityToState,Истощенный
Игловая_Зараза_Needle_Blight,type,Enemy
Гигантский_удав_Giant_Constrictor_Snake,hasInt,1
Болото,type,Location
Лошадь_Draft_Horse,hasWis,11
Серая_слизь_с_атакой_психики_Gray_Ooze_Psychic,hasLocation,Побережье
Рой_насекомых_Swarm_of_Insects,hasInt,1
Серая_слизь_с_атакой_психики_Gray_Ooze_Psychic,hasArmor,8
Врок_Vrock,hasWorldview,Хаотичный_злой
Рой_воронов_Swarm_of_Ravens,hasArmor,12
Дроу_жрица_Лолт_Drow_Priestess_of_Lolth,type,Enemy
Сова_Owl,hasInt,2
24,type,NamedIndividual
Никалот_Nycaloth,hasArmor,18
Мозгодер_Mind_Flayer,hasLocation,Полярная_тундра
Минотавр_Minotaur,type,Enemy
Древний_Бронзовый_Дракон_Ancient_Bronze_Dragon,type,NamedIndividual
Псевдодракон_Pseudodragon,type,NamedIndividual
Железный_голем_Iron_Golem,hasImmunityToDamage,Дробящий
Ассассин_Assassin,hasSize,Средний
Гуль_Ghoul,hasLanguage,Общий
Коричневая_туша_Umber_Hulk,type,Enemy
Дух_Wraith,type,NamedIndividual
Фейский_ДраконФиолетовый_Faerie_Dragon_Violet,type,Enemy
Огненный_череп_Flameskull,hasArmor,13
Гигантская_летучая_мышь_Giant_Bat,hasRank,1/4
Каменный_великан_Stone_Giant,hasLanguage,Великаний
Огненный_череп_Flameskull,hasImmunityToState,Очарованный
Балливаг_Bullywug,hasCon,13
Магмин_Magmin,hasArmor,14
Огненный_череп_Flameskull,hasWorldview,Нейтральный_злой
Зеленая_ведьма_Green_Hag,type,Enemy
Русалка_Merfolk,hasLocation,Город
Теневой_демон_Shadow_Demon,hasResistanceToDamage,Кислотный
Гидра_Hydra,hasRank,8
Дроу_Маг_Drow_Mage,hasLanguage,Эльфийский
Спектр_Specter,hasStr,1
Черный_Пудинг_Black_Pudding,hasImmunityToState,Сбитый_с_ног
Плесиозавр_Plesiosaurus,hasWis,12
Size,type,Class
